商品コード,20240603,20240604,20240605,20240606,20240607,20240610,20240611,20240612,20240613,20240614,20240617,20240618,20240619,20240620,20240621,20240624,20240625,20240626,20240627,20240628,20240701,20240702,20240703,20240704,20240705,20240708,20240709,20240710,20240711,20240712,20240716,20240717,20240718,20240719,20240722,20240723,20240724,20240725,20240726,20240729,20240730,20240731,20240801,20240802,20240805,20240806,20240807,20240808,20240809,20240816,20240819,20240820,20240821,20240822,20240823,20240826,20240827,20240828,20240829,20240830,20240902,20240903,20240904,20240905,20240906,20240909,20240910,20240911,20240912,20240913,20240917,20240918,20240919,20240920,20240924,20240925,20240926,20240927,20240930,20241001,20241002,20241003,20241004,20241007,20241008,20241009,20241010,20241011,20241015,20241016,20241017,20241018,20241021,20241022,20241023,20241024,20241025,20241028,20241029,20241030,20241031,20241101,20241105,20241106,20241107,20241108,20241111,20241112,20241113,20241114,20241115,20241118,20241119,20241120,20241121,20241122,20241125,20241126,20241127,20241128,20241129,20241202,20241203,20241204,20241205,20241206,20241209,20241210,20241211,20241212,20241213,20241216,20241217,20241218,20241219,20241223,20241224,20241225,20241226,20241227,20241230,20250106,20250107,20250108,20250109,20250110,20250114,20250115,20250116,20250117,20250120,20250121,20250122,20250123,20250124,20250127,20250128,20250129,20250130,20250131,20250203,20250204,20250205,20250206,20250207,20250210,20250212,20250213,20250214,20250217,20250218,20250219,20250220,20250221,20250225,20250226,20250227,20250228,20250303,20250304,20250305,20250306,20250307,20250310,20250311,20250312,20250313,20250314,20250317,20250318,20250319,20250321,20250324,20250325,20250326,20250327,20250328,20250331,20250401,20250402,20250403,20250404,20250407,20250408,20250409,20250410,20250411,20250414,20250415,20250416,20250417,20250418,20250421,20250422,20250423,20250424,20250425,20250428,20250430,20250501,20250502,20250507,20250508,20250509,20250512,20250513,20250514,20250515,20250516,20250519,20250520,20250521,20250522,20250523,20250526,20250527,20250528,20250529,20250530
dummy_002,0,0,0,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,1,6,1,0,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
dummy_003,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,3,2,1,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,1,0,0,2,0,1,2,1,1,0,2,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
dummy_004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dummy_005,0,4,0,0,4,2,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,5,2,0,1,3,0,0,0,0,1,0,11,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,4,0,0,1,0,1,2,1,0,0,3,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,3,0,0,0,0,0,0,1,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,1,3,1,0,0,1,0,0,0,1,4,1,0,0,0,0,1,1,0,0,1,0,0,0,5,0,1,0,0,0,0,0,0,3,0,0,1,0,2,0,0,0,0,1,1,0,0
dummy_006,0,0,0,0,0,2,0,0,3,0,1,0,2,0,1,0,0,1,4,3,1,3,0,0,0,0,0,0,2,2,2,0,1,0,2,1,1,1,1,0,0,0,0,1,0,0,0,2,2,1,2,0,1,0,1,3,0,2,1,1,2,0,0,0,0,1,1,2,0,1,0,2,2,1,5,2,0,1,0,0,0,0,0,3,0,0,2,0,0,2,0,1,2,0,1,4,2,2,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,2,5,2,4,1,0,0,2,0,0,1,2,0,4,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3,4,0,1,0,0,1,2,0,0,1,0,0,3,2,0,1,2,0,2,2,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,2,0,2,2,0,0,5,0,2,1,8,1,0,0,0,1,0,0,0,2,0,2,0,2,0,0,0,0,3,0,2,0,1,9,0,6,1,0,0,1,1,0,0,2,0,0,0,0,0,0,3,7,0,0,1,1
dummy_007,0,4,2,0,0,27,0,0,0,3,0,0,10,0,0,6,0,0,1,3,0,0,1,0,6,0,0,0,3,0,0,0,0,4,0,2,0,2,2,0,0,0,0,1,0,0,0,0,6,8,0,0,0,0,0,18,1,2,0,0,0,3,0,0,0,1,0,0,0,24,0,0,3,0,1,1,0,4,1,0,0,1,0,1,0,0,0,0,0,0,0,2,1,0,10,1,0,1,5,2,0,0,0,0,6,0,8,0,0,0,0,0,0,1,0,0,4,1,2,3,0,0,0,0,1,0,0,0,0,1,0,4,0,0,0,0,0,5,5,5,17,30,5,0,16,1,1,0,0,0,0,5,0,0,0,2,0,0,0,0,4,0,0,2,1,0,0,0,1,0,0,1,0,9,17,0,0,0,2,1,4,0,0,0,0,0,1,1,26,0,1,0,0,0,0,1,0,1,0,0,0,0,4,0,3,0,8,0,0,0,10,0,1,1,6,0,1,6,3,0,0,0,0,1,0,0,0,0,0,7,0,0,0,1,0,0,1,0,1
dummy_008,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,4,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
dummy_009,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
dummy_010,4,12,7,9,13,8,10,9,2,0,5,12,6,9,8,9,17,4,10,9,8,6,4,9,11,10,11,20,11,17,8,3,10,6,6,4,4,12,2,6,4,11,10,8,0,13,9,9,14,12,9,7,20,12,12,21,23,8,8,20,16,11,8,14,9,4,5,12,14,12,12,9,11,3,5,17,14,12,12,17,6,13,24,15,3,11,12,8,9,12,5,21,27,27,24,3,15,13,8,14,20,7,13,9,20,16,8,7,19,7,16,21,15,11,14,10,10,12,11,7,14,25,8,10,12,11,10,9,31,12,14,14,12,9,8,0,1,12,6,9,4,8,10,5,15,5,18,15,11,11,31,6,11,4,15,11,22,10,17,4,15,7,2,16,8,15,7,10,16,21,14,11,12,3,11,5,5,12,13,17,26,16,13,3,7,6,6,19,9,11,10,12,17,9,10,11,6,15,10,16,8,9,21,15,24,16,8,19,15,12,18,17,20,9,8,7,14,7,2,13,12,8,15,6,7,12,19,10,10,14,12,9,20,14,12,16,9,5,7
